CreditScore,Age,AnnualIncome,DebtToIncomeRatio,LoanAmount
431,42,21320,0.88,34152
781,61,109043,0.9,45084
689,64,58921,0.24,20638
624,57,26589,0.2,37208
368,24,112995,0.5,17396
747,63,35589,0.9,41494
827,40,56375,0.32,44967
464,36,63085,0.65,27783
787,63,80840,0.71,6403
725,39,194272,0.78,24838
